execution_number,input_class_name,input_class_stereotype
1,Ambulância_de_Resgate,subkind
2,Ambulância_de_Suporte_Avançado,subkind
3,Ambulância_de_Suporte_Básico,subkind
4,Ambulância_de_Transporte,subkind
5,Automóvel,subkind
6,Bicicleta_a_Motor,subkind
7,Caminhonete,subkind
8,Caminhão,subkind
9,Caminhão-Irrigadeira,subkind
10,Caminhão_Leve,subkind
11,Caminhão_Munck,subkind
12,Caminhão_Trator,subkind
13,Furgão,subkind
14,GL_em_Atendimento,role
15,GP_em_Atendimento,role
16,Guincho_Leve,subkind
17,Guincho_Pesado,subkind
18,Motocicleta,subkind
19,Motoneta,subkind
20,Reboque,subkind
21,Semirreboque,subkind
22,VAA_em_Atendimento,role
23,VCI_em_Atendimento,role
24,VI_em_Atendimento,role
25,VPS_em_Atendimento,role
26,VSM_em_Atendimento,role
27,Veículo,category
28,Veículo_Acidentado,role
29,Veículo_Administrativo,subkind
30,Veículo_Comercial,subkind
31,Veículo_Conjugado,role
32,Veículo_Contado,role
33,Veículo_Diplomático,subkind
34,Veículo_Ferroviário,kind
35,Veículo_Oficial,subkind
36,Veículo_Passante_por_Praça,role
37,Veículo_Pesado,role
38,Veículo_Rodoviário,kind
39,Veículo_Rodoviário_Atendido,role
40,Veículo_Rodoviário_Automotor,subkind
41,Veículo_Rodoviário_Rebocado,subkind
42,Veículo_com_Altura_Averiguada,role
43,Veículo_de_Apreensão_de_Animais,subkind
44,Veículo_de_Combate_a_Incêndio,subkind
45,Veículo_de_Inspeção,subkind
46,Veículo_de_Obra,subkind
47,Veículo_de_Passageiro,subkind
48,Veículo_de_Primeiros_Socorros,subkind
49,Veículo_de_Rodagem_Dupla,subkind
50,Veículo_de_Rodagem_Simples,subkind
51,Veículo_de_Sinalização,subkind
52,Veículo_de_Socorro_Mecânico,subkind
53,Veículo_de_Suporte,subkind
54,Veículo_em_Atendimento,role
55,Viatura_de_Inspeção_de_Tráfego,subkind
56,Ônibus,subkind
