execution_number,input_class_name,input_class_stereotype
1,AccidentalParticular-NonSubstantialParticular,role
2,AccidentalUniversal,kind
3,Being,mixin
4,EssentialParticular-PrimarySubstance,kind
5,EssentialUniversal-SecondarySubstance,kind
