class_name,class_original_classification,classification_final_list
ExceptionEvent,subkind,is
OrdinaryEvent,subkind,can
PlannedOrdinaryEvent,subkind,can
TriggerEvent,kind,is
UnplannedOrdinaryEvent,subkind,can
