class_name,class_original_classification,classification_final_list
Coding_Region,subkind,can
Codon,subkind,can
Full_Consensus_Sequence,subkind,is
Nucleotide_Subsequence,subkind,can
Protein,kind,is
Reference_Sequence,rolemixin,is
Regular_Sequence,rolemixin,is
Sequence,category,is
Virus_Sequence,kind,is
