execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,29,3,1,87.87878787878788,9.090909090909092,3.0303030303030303,462,448,14,462,433,29,96.96969696969697,3.0303030303030303,93.72294372294373,6.277056277056277,-3,3,0,-9.090909090909093,9.090909090909092,0.0,-15,15,-3.2467532467532436,3.2467532467532463,1
2,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,30,2,1,90.9090909090909,6.0606060606060606,3.0303030303030303,462,448,14,462,430,32,96.96969696969697,3.0303030303030303,93.07359307359307,6.926406926406926,-2,2,0,-6.060606060606062,6.0606060606060606,0.0,-18,18,-3.896103896103895,3.896103896103896,2
3,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,31,1,1,93.93939393939394,3.0303030303030303,3.0303030303030303,462,448,14,462,439,23,96.96969696969697,3.0303030303030303,95.02164502164501,4.978354978354979,-1,1,0,-3.030303030303031,3.0303030303030303,0.0,-9,9,-1.9480519480519547,1.9480519480519485,2
4,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,29,3,1,87.87878787878788,9.090909090909092,3.0303030303030303,462,448,14,462,421,41,96.96969696969697,3.0303030303030303,91.12554112554112,8.874458874458876,-3,3,0,-9.090909090909093,9.090909090909092,0.0,-27,27,-5.84415584415585,5.844155844155845,3
5,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,30,2,1,90.9090909090909,6.0606060606060606,3.0303030303030303,462,448,14,462,430,32,96.96969696969697,3.0303030303030303,93.07359307359307,6.926406926406926,-2,2,0,-6.060606060606062,6.0606060606060606,0.0,-18,18,-3.896103896103895,3.896103896103896,3
6,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,462,448,14,462,448,14,96.96969696969697,3.0303030303030303,96.96969696969697,3.0303030303030303,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
7,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,29,3,1,87.87878787878788,9.090909090909092,3.0303030303030303,462,448,14,462,433,29,96.96969696969697,3.0303030303030303,93.72294372294373,6.277056277056277,-3,3,0,-9.090909090909093,9.090909090909092,0.0,-15,15,-3.2467532467532436,3.2467532467532463,1
8,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,30,2,1,90.9090909090909,6.0606060606060606,3.0303030303030303,462,448,14,462,430,32,96.96969696969697,3.0303030303030303,93.07359307359307,6.926406926406926,-2,2,0,-6.060606060606062,6.0606060606060606,0.0,-18,18,-3.896103896103895,3.896103896103896,3
9,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,26,4,3,78.78787878787878,12.121212121212121,9.090909090909092,462,448,14,462,384,78,96.96969696969697,3.0303030303030303,83.11688311688312,16.883116883116884,-6,4,2,-18.181818181818187,12.121212121212121,6.060606060606061,-64,64,-13.852813852813853,13.852813852813853,6
10,33,32,0,1,96.96969696969697,0.0,3.0303030303030303,33,26,6,1,78.78787878787878,18.181818181818183,3.0303030303030303,462,448,14,462,412,50,96.96969696969697,3.0303030303030303,89.17748917748918,10.822510822510822,-6,6,0,-18.181818181818187,18.181818181818183,0.0,-36,36,-7.79220779220779,7.792207792207791,3
