execution_number,input_class_name,input_class_stereotype
1,ApplePathogenInfectionPhotograph,subkind
2,AppleSymptomsPhotograph,subkind
3,Photograph,kind
4,PrototypicalApplePathogenSignPhotograph,role
5,PrototypicalAppleSymptomsPhotograph,role
