class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Captador,role,role,False,True,False,1,0
Doador,role,role,False,True,False,1,0
Homem,subkind,subkind,False,True,False,1,0
Mulher,subkind,subkind,False,True,False,1,0
Pessoa,kind,kind,True,False,False,0,12
Pessoa_Doente,phase,phase,False,True,False,2,0
Pessoa_Morta,phase,phase,False,False,True,1,2
Pessoa_Saud�vel,phase,phase,False,True,False,2,0
Pessoa_Viva,phase,phase,False,False,True,1,2
Pessoa_com_ME,phase,phase,False,True,False,2,0
Pessoa_com_PCR,phase,phase,False,True,False,2,0
Receptor,role,role,False,True,False,1,0
Transplantador,role,role,False,True,False,1,0
