execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
1,1.9600149244070053e-05,8.640019223093987e-05,1.7700251191854477e-05,1.0100193321704865e-05,0.006695200223475695,1.0599847882986069e-05,9.000767022371292e-06,1.769931986927986e-05,1.9500497728586197e-05,0.0034699994139373302,0.0017923000268638134,0.005466199945658445,0.0003929003141820431,2.110004425048828e-05,0.001957399770617485,0.019985700957477093
2,1.910002902150154e-05,0.00010489998385310173,1.750001683831215e-05,9.899958968162537e-06,0.0068428004160523415,1.0599847882986069e-05,8.90018418431282e-06,2.0100735127925873e-05,1.9700266420841217e-05,0.0034977998584508896,0.0017609000205993652,0.004941700026392937,0.000367600005120039,2.2999942302703857e-05,0.0019285003654658794,0.0195730016566813
3,9.200535714626312e-06,9.450037032365799e-05,9.09995287656784e-06,4.699919372797012e-06,0.0002962998114526272,5.499925464391708e-06,4.400033503770828e-06,9.499955922365189e-06,9.29972156882286e-06,7.670000195503235e-05,0.0018181996420025826,0.008276499807834625,0.0002442002296447754,1.0599847882986069e-05,0.001926099881529808,0.012794799637049437
