execution_number,input_class_name,input_class_stereotype
1,Brokerage,subkind
2,Buyer,role
3,Hired_Brokerage,role
4,Organization,kind
5,Person,kind
6,Public_Traded_Company,role
7,Seller,role
8,StockHolder,rolemixin
9,Stock_Exchange,subkind
10,Stock_Keeper,role
11,StockholderOrganization,role
12,Stockholder_Person,role
