taxonomy_name,dataset_name,num_classes
guizzardi2020decision-making_tx001.ttl,guizzardi2020decision-making,3
guizzardi2020decision-making_tx002.ttl,guizzardi2020decision-making,2
guizzardi2020decision-making_tx003.ttl,guizzardi2020decision-making,2
guizzardi2020decision-making_tx004.ttl,guizzardi2020decision-making,3
guizzardi2020decision-making_tx005.ttl,guizzardi2020decision-making,3
guizzardi2020decision-making_tx006.ttl,guizzardi2020decision-making,3
guizzardi2020decision-making_tx007.ttl,guizzardi2020decision-making,5
guizzardi2020decision-making_tx008.ttl,guizzardi2020decision-making,2
