class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Goal_Transfer_From_Sender,subkind,subkind,False,False,True,1,1,19
Ownership,subkind,subkind,False,False,True,1,2,12
Money_Flow,subkind,subkind,False,True,False,1,0,12
Confirmed_Human_Rights_Violation,phase,phase,False,True,False,2,0,5
Human_Rights_Violation,phase,phase,False,False,True,1,3,5
Positive_Consequence_On_Agent,subkind,subkind,False,True,False,1,0,19
Oppose,subkind,subkind,False,True,False,2,0,12
UFO-C:_Institutional_Agent,category,category,False,False,True,3,16,61
E-OPL:_Standalone_Organisation,subkind,subkind,False,False,True,5,2,61
UFO-A:_Substantial,category,category,True,False,False,0,60,61
UFO-L:_Agentive_Legal_Institution,category,category,False,True,False,5,0,61
Ethnic_Group,subkind,subkind,False,True,False,6,0,61
Partial_Ownership,subkind,subkind,False,True,False,2,0,12
UFO-L:_Legal_Object,category,category,False,False,True,3,2,61
Official_Legal_Record,kind,kind,False,True,False,4,0,61
E-OPL:_Simple_Organisation,subkind,subkind,False,True,False,6,0,61
Common_Member,role,role,False,True,False,5,0,61
Information_Flow,subkind,subkind,False,True,False,1,0,12
Detained_Group,role,role,False,True,False,7,0,61
Merged_With,subkind,subkind,False,True,False,1,0,2
Human_Rights_Instrument_Article,subkind,subkind,False,True,False,1,0,2
Psychological_Consequence,subkind,subkind,False,True,False,1,0,19
Legal_Duty-bearer,rolemixin,rolemixin,False,False,True,5,1,61
Detainment,relator,kind,True,False,False,0,2,2
Monitoring_Staff,role,role,False,True,False,5,0,61
Other_Physical_Object,kind,kind,False,True,False,2,0,7
UFO-C:_Social_Agent,category,category,False,False,True,2,33,61
E-OPL:_Organisation,kind,kind,False,False,True,4,9,61
Has_Influence_On,subkind,subkind,False,False,True,1,3,12
Natural_Person,kind,kind,False,False,True,3,14,61
Negative_Consequence_On_Agent,subkind,subkind,False,True,False,1,0,19
Physical_Consequence,subkind,subkind,False,True,False,1,0,19
Force_At_Work,rolemixin,rolemixin,False,True,False,1,0,61
UFO-B:_Event,event,other,True,False,False,0,15,15
Detention_Centre,role,role,False,True,False,2,0,4
Site,subkind,subkind,False,False,True,1,1,4
E-OPL:_Multiorganisation,subkind,subkind,False,True,False,5,0,61
Economical_Consequence,subkind,subkind,False,True,False,1,0,19
Digital_Folder,kind,kind,False,True,False,2,0,7
UFO-B:_Fact,situation,other,False,True,False,1,0,8
E-OPL:_Complex_Organisational_Unit,subkind,subkind,False,True,False,5,0,61
Detained_person,role,role,False,True,False,5,0,61
Truth,subkind,subkind,False,True,False,2,0,19
E-OPL:_Organisational_Unit,kind,kind,False,False,True,4,2,61
Nation_State,kind,kind,False,True,False,4,0,61
Supply_Flow,subkind,subkind,False,False,True,1,2,12
Head_Member,role,role,False,True,False,5,0,61
Detained,rolemixin,rolemixin,True,False,False,0,2,61
UFO-C:_Collective_Social_Agent,category,category,False,False,True,3,7,61
UFO-L:_Legally_Defined_Event,event,other,False,False,True,1,1,15
Remedy,subkind,subkind,False,False,True,1,4,19
Guarantees_Of_Non-Repetition,subkind,subkind,False,True,False,2,0,19
Criminal_Organisation,subkind,subkind,False,True,False,6,0,61
De_Jure_Detainment,subkind,subkind,False,True,False,1,0,2
Atomic_Place,subkind,subkind,False,True,False,1,0,4
Failed_Responsibility_To_Promote,subkind,subkind,False,True,False,1,0,5
Intentional_Event,event,other,False,True,False,2,0,15
UFO-C:_Society,kind,kind,False,True,False,4,0,61
Failed_Responsibility_To_Respect,subkind,subkind,False,True,False,1,0,5
UFO-B:_Atomic_event,event,other,False,True,False,1,0,15
Legal_Perpetrator,rolemixin,rolemixin,False,True,False,6,0,61
Family_Relationship,subkind,subkind,False,True,False,2,0,4
Detainment_Conditions,situation,other,False,True,False,1,0,8
De_Facto_Detainment,subkind,subkind,False,True,False,1,0,2
Consequence_For_Agent,situation,other,False,False,True,1,3,8
Official_Legal_Process,kind,kind,False,True,False,4,0,61
Real_Consequence_For_Agent,situation,other,False,True,False,2,0,8
Disclose_Information,event,other,False,True,False,4,0,15
Integrity_Consequence,subkind,subkind,False,True,False,1,0,19
UFO-C:_Human_Agent,category,category,False,False,True,2,15,61
Reputational_Consequence,subkind,subkind,False,True,False,1,0,19
Perpetration_by_ommission,subkind,subkind,False,True,False,1,0,5
Memory,subkind,subkind,False,True,False,1,0,19
Digital_Media_Object,category,category,False,False,True,1,2,7
UFO-L:_Legal_Agent,category,category,False,False,True,3,7,61
Information_Exchange,event,other,False,False,True,3,2,15
UFO-B:_Situation,situation,other,True,False,False,0,8,8
Observation_Action,event,other,False,True,False,3,0,15
Justice,subkind,subkind,False,True,False,2,0,19
Resulting_Event,event,other,False,False,True,2,1,15
Alleged_Human_Rights_Violation,phase,phase,False,True,False,2,0,5
Monitoring_Event,event,other,False,False,True,2,4,15
Information_Exchange_Record,subkind,subkind,False,True,False,4,0,61
Consequence_On_Person,subkind,subkind,False,True,False,1,0,19
UFO-C:_Agent,category,category,False,False,True,1,50,61
Duty-bearer,rolemixin,rolemixin,False,False,True,4,3,61
UFO-B:_Counter-factual_situation,situation,other,False,False,True,1,1,8
Duty-bearer_representative,role,role,False,True,False,5,0,61
