class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Consequence_For_Resulting_Event_Agent,mode,kind,True,False,False,0,19
Consequence_On_Collective,subkind,subkind,False,True,False,1,0
Consequence_On_Person,subkind,subkind,False,True,False,1,0
Economical_Consequence,subkind,subkind,False,True,False,1,0
Goal_Transfer_From_Sender,subkind,subkind,False,False,True,1,1
Goal_Transfer_From_Sender_To_Influence_Third_Agent,subkind,subkind,False,True,False,2,0
Guarantees_Of_Non-Repetition,subkind,subkind,False,True,False,2,0
Integrity_Consequence,subkind,subkind,False,True,False,1,0
Justice,subkind,subkind,False,True,False,2,0
Legal_Consequence,subkind,subkind,False,True,False,1,0
Memory,subkind,subkind,False,True,False,1,0
Negative_Consequence_On_Agent,subkind,subkind,False,True,False,1,0
Physical_Consequence,subkind,subkind,False,True,False,1,0
Positive_Consequence_On_Agent,subkind,subkind,False,True,False,1,0
Psychological_Consequence,subkind,subkind,False,True,False,1,0
Remedy,subkind,subkind,False,False,True,1,4
Reparation,subkind,subkind,False,True,False,2,0
Reputational_Consequence,subkind,subkind,False,True,False,1,0
Territorial_Consequence,subkind,subkind,False,True,False,1,0
Truth,subkind,subkind,False,True,False,2,0
