class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Abusive_Event,event,other,False,False,True,1,1
Disclose_Information,event,other,False,True,False,4,0
Information_Exchange,event,other,False,False,True,3,2
Intentional_Event,event,other,False,True,False,2,0
Legally_Defined_Human_Rights_Violation,event,other,False,True,False,3,0
Monitoring_Event,event,other,False,False,True,2,4
Observation_Action,event,other,False,True,False,3,0
Receive_Information,event,other,False,True,False,4,0
Recording,event,other,False,True,False,3,0
Resulting_Event,event,other,False,False,True,2,1
UFO-B:_Action,event,other,False,False,True,1,1
UFO-B:_Atomic_event,event,other,False,True,False,1,0
UFO-B:_Complex_event,event,other,False,True,False,1,0
UFO-B:_Event,event,other,True,False,False,0,15
UFO-B:_Participation,event,other,False,False,True,1,7
UFO-L:_Legally_Defined_Event,event,other,False,False,True,1,1
