class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Complete_Ownership,subkind,subkind,False,True,False,2,0
Goods_Flow,subkind,subkind,False,True,False,2,0
Has_Influence_On,subkind,subkind,False,False,True,1,3
Information_Flow,subkind,subkind,False,True,False,1,0
Money_Flow,subkind,subkind,False,True,False,1,0
Network_Connection,relator,kind,True,False,False,0,12
Neutral,subkind,subkind,False,True,False,2,0
Oppose,subkind,subkind,False,True,False,2,0
Ownership,subkind,subkind,False,False,True,1,2
Partial_Ownership,subkind,subkind,False,True,False,2,0
Service_Flow,subkind,subkind,False,True,False,2,0
Supply_Flow,subkind,subkind,False,False,True,1,2
Support,subkind,subkind,False,True,False,2,0
