execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
1,8.190004155039787e-05,9.89984255284071e-06,0.00027369987219572067,5.700043402612209e-06,0.0002601000014692545,5.800044164061546e-06,4.799920134246349e-06,9.00006853044033e-06,1.700012944638729e-06,9.499839507043362e-06,8.729996625334024e-05,8.050003089010715e-05,0.0001949000870808959,1.1999974958598614e-05,9.799841791391373e-06,0.0010465995874255896
2,8.160003926604986e-05,1.0500079952180386e-05,0.0003312999615445733,5.900044925510883e-06,0.00027630000840872526,5.800044164061546e-06,4.799920134246349e-06,8.899951353669167e-06,1.9000144675374031e-06,9.999959729611874e-06,8.5500068962574e-05,8.500006515532732e-05,0.00019729998894035816,1.2699980288743973e-05,9.900075383484364e-06,0.0011274002026766539
3,9.600073099136353e-06,0.00010850012768059969,9.499955922365189e-06,5.09992241859436e-06,0.0005725000519305468,5.900044925510883e-06,4.700035788118839e-06,9.89984255284071e-06,2.100015990436077e-06,8.579995483160019e-05,0.0035518001532182097,0.01380290009547025,0.0004846000811085105,1.109996810555458e-05,0.001095399959012866,0.01975940028205514
4,0.011555399978533387,1.079996582120657e-05,1.0400079190731049e-05,6.00004568696022e-06,0.0007047000108286738,5.600042641162872e-06,5.00003807246685e-06,9.600073099136353e-06,1.8998980522155762e-06,1.0699965059757233e-05,0.0018811998888850212,0.009323000092990696,0.0004882999928668141,0.002242300077341497,1.0999850928783417e-05,0.02626589999999851
