class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Active,phase,phase,False,True,False,2,0
Inactive,phase,phase,False,True,False,2,0
Person,kind,kind,True,False,False,0,3
User,role,role,False,False,True,1,2
