taxonomy_name,dataset_name,num_classes
sportbooking2021_tx001.ttl,sportbooking2021,6
sportbooking2021_tx002.ttl,sportbooking2021,4
sportbooking2021_tx003.ttl,sportbooking2021,5
sportbooking2021_tx004.ttl,sportbooking2021,4
sportbooking2021_tx005.ttl,sportbooking2021,3
