class_name,class_original_classification,classification_final_list
Artifact,category,can
Composite_Artifact,category,can
Data_Definitions,subkind,is
Data_Model,subkind,can
Design_Document,subkind,can
Design_Evaluation_Document,subkind,can
Document,kind,is
Information_Item,kind,can
Interface_Specification,subkind,is
Model,kind,can
Requirements_Document,subkind,is
Simple_Artifact,category,can
Software_Architecture,subkind,can
Software_Item,kind,can
Software_Product,kind,is
User_Interface_Specification,subkind,can
