class_name,class_original_classification,classification_final_list
Artifact,category,is
Composite_Artifact,category,can
Data_Definitions,subkind,can
Data_Model,subkind,can
Design_Document,subkind,can
Design_Evaluation_Document,subkind,can
Document,kind,can
Information_Item,kind,is
Interface_Specification,subkind,can
Model,kind,can
Requirements_Document,subkind,is
Simple_Artifact,category,is
Software_Architecture,subkind,can
Software_Item,kind,is
Software_Product,kind,can
User_Interface_Specification,subkind,can
