class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Hidrocarbon,quantity,kind,True,False,False,0,1,1
Oil,quantity,kind,False,True,False,1,0,1
Reservoir,role,role,False,True,False,2,0,5
Lithological_unit,kind,kind,True,False,False,0,5,5
LithologicUnit_qua_sandstone,kind,kind,False,False,True,1,1,5
LithologicUnit_qua_shale,kind,kind,False,False,True,1,2,5
Rock,quantity,kind,True,False,False,0,3,3
Sandstone,quantity,kind,False,True,False,2,0,3
Shale,quantity,kind,False,True,False,2,0,3
Source_Rock,role,role,False,True,False,2,0,5
Seal,role,role,False,True,False,2,0,5
Siliciclastic_Rock,quantity,kind,False,False,True,1,2,3
