execution_number,input_class_name,input_class_stereotype
1,Bishop,role
2,Cardinal,role
3,Cardinal_Nominator,role
4,Clergy_Member,role
5,Clergyman,role
6,Deacon,role
7,Layman,role
8,Ordained_Bishop,role
9,Ordinator_of_Bishop,role
10,Ordinator_of_Deacon,role
11,Ordinator_of_Priest,role
12,Person,kind
13,Pope,role
14,Priest,role
15,Regular_Clergy_Member,role
16,Secular_Clergy_Member,role
17,Witness_of_Profession,role
