class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Direct_Competitor,rolemixin,rolemixin,False,True,False,3,0
Economic_Agent,category,category,True,False,False,0,5
Indirect_Competitor,rolemixin,rolemixin,False,True,False,3,0
Market_Competitor,rolemixin,rolemixin,False,False,True,2,2
Potential_Competitor,rolemixin,rolemixin,False,True,False,1,0
Supplier,rolemixin,rolemixin,False,False,True,1,3
