class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Abstract_Class,subkind,subkind,False,True,False,4,0
Abstract_Method,subkind,subkind,False,True,False,4,0
Accessor_Method,subkind,subkind,False,True,False,5,0
Attribute_(Member_Variable),subkind,subkind,False,False,True,3,2
Class,kind,kind,False,False,True,2,9
Class_Method,subkind,subkind,False,True,False,5,0
Class_Variable,subkind,subkind,False,True,False,4,0
Concrete_Class,subkind,subkind,False,True,False,3,0
Concrete_Method,subkind,subkind,False,False,True,3,5
Constructor_Method,subkind,subkind,False,True,False,6,0
Destructor_Method,subkind,subkind,False,True,False,5,0
Extendable_Class,subkind,subkind,False,False,True,3,3
Generic_Class,subkind,subkind,False,True,False,3,0
Generic_Method,subkind,subkind,False,True,False,3,0
Instance_Method,subkind,subkind,False,False,True,4,3
Instance_Variable,subkind,subkind,False,True,False,4,0
Local_Variable,subkind,subkind,False,True,False,3,0
Member,category,category,True,False,False,0,14
Method_(Member_Function),kind,kind,False,False,True,2,10
Method_Variable,subkind,subkind,False,False,True,2,2
Named_Element,category,category,True,False,False,0,28
Nested_Class,role,role,False,True,False,3,0
Non-Extendable_Class,subkind,subkind,False,True,False,3,0
Non-Overridable_Method,subkind,subkind,False,False,True,3,2
Overridable_Method,subkind,subkind,False,False,True,3,1
Parameter_Variabe,subkind,subkind,False,True,False,3,0
Primitive_Type,subkind,subkind,False,True,False,1,0
Root_Class,subkind,subkind,False,True,False,4,0
Subclass,role,role,False,True,False,3,0
Superclass,role,role,False,True,False,4,0
Type,category,category,True,False,False,0,11
Variable,kind,kind,False,False,True,1,6
