class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Abstract_Class,subkind,subkind,False,True,False,4,0,31
Abstract_Method,subkind,subkind,False,True,False,4,0,31
Accessor_Method,subkind,subkind,False,True,False,5,0,31
Artifact,category,category,True,False,False,0,6,6
Attribute_(Member_Variable),subkind,subkind,False,False,True,3,2,31
Class,kind,kind,False,False,True,2,9,31
Class_Method,subkind,subkind,False,True,False,5,0,31
Class_Variable,subkind,subkind,False,True,False,4,0,31
Code,kind,kind,False,False,True,2,2,6
Concrete_Class,subkind,subkind,False,True,False,3,0,31
Concrete_Method,subkind,subkind,False,False,True,3,5,31
Constructor_Method,subkind,subkind,False,True,False,6,0,31
Destructor_Method,subkind,subkind,False,True,False,5,0,31
Extendable_Class,subkind,subkind,False,False,True,3,3,31
Generic_Class,subkind,subkind,False,True,False,3,0,31
Generic_Method,subkind,subkind,False,True,False,3,0,31
Instance_Method,subkind,subkind,False,False,True,4,3,31
Instance_Variable,subkind,subkind,False,True,False,4,0,31
Language,kind,kind,True,False,False,0,2,2
Local_Variable,subkind,subkind,False,True,False,3,0,31
Logical_Module,subkind,subkind,False,True,False,1,0,2
Member,category,category,True,False,False,0,14,31
Method_(Member_Function),kind,kind,False,False,True,2,10,31
Method_Variable,subkind,subkind,False,False,True,2,2,31
Module,kind,kind,True,False,False,0,2,2
Named_Element,category,category,True,False,False,0,28,31
Nested_Class,role,role,False,True,False,3,0,31
Non-Extendable_Class,subkind,subkind,False,True,False,3,0,31
Non-Overridable_Method,subkind,subkind,False,False,True,3,2,31
Object-Oriented_Programming_Language,subkind,subkind,False,True,False,2,0,2
Object-Oriented_Source_Code,subkind,subkind,False,True,False,4,0,6
Overridable_Method,subkind,subkind,False,False,True,3,1,31
Parameter_Variabe,subkind,subkind,False,True,False,3,0,31
Physical_Module,subkind,subkind,False,True,False,1,0,2
Primitive_Type,subkind,subkind,False,True,False,1,0,31
Program,kind,kind,False,True,False,2,0,6
Programming_Language,subkind,subkind,False,False,True,1,1,2
Root_Class,subkind,subkind,False,True,False,4,0,31
Software_Item,category,category,False,False,True,1,5,6
Software_System,kind,kind,False,True,False,2,0,6
Source_Code,subkind,subkind,False,False,True,3,1,6
Subclass,role,role,False,True,False,3,0,31
Superclass,role,role,False,True,False,4,0,31
Type,category,category,True,False,False,0,11,31
Variable,kind,kind,False,False,True,1,6,31
