class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Agent,agent,other,True,False,False,0,10
EstateOwner,none,other,False,True,False,2,0
HouseHold,none,other,False,True,False,2,0
LandManager,none,other,False,True,False,2,0
LandOwner,none,other,False,True,False,2,0
Landlord,none,other,False,True,False,2,0
Organization,organization,other,False,True,False,2,0
PhysicalAgent,humanagent,other,False,False,True,1,7
Resident,none,other,False,True,False,2,0
ServiceCenter_Agent,none,other,False,True,False,2,0
social_agent,institutionalagent,other,False,False,True,1,1
