class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Landlord,none,other,False,True,False,2,0,10
LandOwner,none,other,False,True,False,2,0,10
Organization,organization,other,False,True,False,2,0,10
ServiceCenter_Agent,none,other,False,True,False,2,0,10
HouseHold,none,other,False,True,False,2,0,10
PhysicalAgent,humanagent,other,False,False,True,1,7,10
LandManager,none,other,False,True,False,2,0,10
social_agent,institutionalagent,other,False,False,True,1,1,10
EstateOwner,none,other,False,True,False,2,0,10
Agent,agent,other,True,False,False,0,10,10
Resident,none,other,False,True,False,2,0,10
