execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
1,1.019984483718872e-05,9.500421583652496e-06,9.400304406881332e-06,5.700159817934036e-06,0.00031140027567744255,8.499715477228165e-06,4.1997991502285e-06,1.0299962013959885e-05,1.80024653673172e-06,0.002351499628275633,8.059991523623466e-05,0.00011589983478188515,0.00012579979375004768,1.3399869203567505e-05,9.200070053339005e-06,0.0030673998408019543
2,0.010565399657934904,9.699724614620209e-06,9.499955922365189e-06,6.100162863731384e-06,5.000270903110504e-06,5.09992241859436e-06,0.0006160000339150429,7.780035957694054e-05,1.7005950212478638e-06,9.500421583652496e-06,8.400529623031616e-06,8.400063961744308e-06,4.100147634744644e-06,1.12997367978096e-05,8.90018418431282e-06,0.011346901766955853
3,7.389998063445091e-05,9.700190275907516e-06,9.100418537855148e-06,5.900394171476364e-06,0.0002485997974872589,5.899928510189056e-06,4.4996850192546844e-06,8.200295269489288e-06,1.600012183189392e-06,8.90018418431282e-06,7.41998665034771e-05,7.109995931386948e-05,0.00021830014884471893,1.0800547897815704e-05,8.999835699796677e-06,0.000759701244533062
4,7.409974932670593e-05,1.019984483718872e-05,9.09995287656784e-06,6.400048732757568e-06,0.00026530027389526367,5.700159817934036e-06,4.70038503408432e-06,9.000301361083984e-06,1.7997808754444122e-06,9.300187230110168e-06,7.92001374065876e-05,7.480010390281677e-05,0.000179399736225605,1.1500436812639236e-05,9.599607437849045e-06,0.0007501007057726383
5,9.300187230110168e-06,8.070049807429314e-05,9.400304406881332e-06,6.00004568696022e-06,0.0006153997965157032,6.400048732757568e-06,4.699919372797012e-06,9.399838745594025e-06,1.80024653673172e-06,7.899990305304527e-05,0.0025739003904163837,0.012107899878174067,0.00040950020775198936,1.1899974197149277e-05,0.003595300018787384,0.019520601257681847
6,9.799841791391373e-06,1.00000761449337e-05,9.099487215280533e-06,5.899928510189056e-06,0.0001962999813258648,5.600042641162872e-06,4.4996850192546844e-06,8.399598300457e-06,1.6996636986732483e-06,0.0023170001804828644,8.09994526207447e-05,7.779989391565323e-05,0.0001241997815668583,1.200009137392044e-05,9.300652891397476e-06,0.0028725983574986458
7,9.700190275907516e-06,8.030002936720848e-05,9.29972156882286e-06,6.00004568696022e-06,0.00020929984748363495,6.299931555986404e-06,4.70038503408432e-06,9.499955922365189e-06,1.6996636986732483e-06,7.819989696145058e-05,0.000982899684458971,0.004117100033909082,0.00017010001465678215,1.2200325727462769e-05,0.0017772000283002853,0.0074744997546076775
