class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
civilServiceUnit,role,role,False,True,False,5,0,20
search,subkind,subkind,False,True,False,1,0,4
sectionResponsible,role,role,False,True,False,4,0,20
update,subkind,subkind,False,True,False,1,0,4
activity,kind,kind,True,False,False,0,4,4
personal,phase,phase,False,True,False,1,0,4
civil,role,role,False,True,False,3,0,20
Composed,subkind,subkind,False,False,True,1,11,20
public,phase,phase,False,True,False,1,0,4
individualBase,phase,phase,False,True,False,1,0,2
generalInspector,role,role,False,True,False,4,0,20
serviceUnit,role,role,False,True,False,5,0,20
reward,subkind,subkind,False,True,False,1,0,3
delete,subkind,subkind,False,True,False,1,0,4
create,subkind,subkind,False,True,False,1,0,4
registry,subkind,subkind,False,False,True,3,1,20
major_premisse,role,role,False,True,False,1,0,1
norm,kind,kind,True,False,False,0,1,1
designatedRegistry,role,role,False,True,False,4,0,20
section,subkind,subkind,False,False,True,3,1,20
Atomic,subkind,subkind,False,False,True,1,7,20
designatedSection,role,role,False,True,False,4,0,20
commandUnit,role,role,False,True,False,5,0,20
penalty,subkind,subkind,False,True,False,1,0,3
registryResponsible,role,role,False,True,False,4,0,20
policeIAD,subkind,subkind,False,False,True,4,3,20
individual,subkind,subkind,False,False,True,2,6,20
system,kind,kind,True,False,False,0,20,20
viceInspector,role,role,False,True,False,4,0,20
message,subkind,subkind,False,True,False,1,0,4
experience,subkind,subkind,False,True,False,1,0,4
base,collective,kind,True,False,False,0,2,2
internalAffairDepartment,subkind,subkind,False,False,True,3,4,20
conclusion,role,role,False,True,False,1,0,3
military,role,role,False,False,True,3,4,20
secondary_premisse,role,role,False,True,False,1,0,1
organization,subkind,subkind,False,False,True,2,5,20
facto,kind,kind,True,False,False,0,1,1
organizationalPart,subkind,subkind,False,False,True,2,4,20
sanction,kind,kind,True,False,False,0,3,3
organizationalBase,phase,phase,False,True,False,1,0,2
document,kind,kind,True,False,False,0,4,4
