class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Atomic,subkind,subkind,False,False,True,1,7
Composed,subkind,subkind,False,False,True,1,11
civil,role,role,False,True,False,3,0
civilServiceUnit,role,role,False,True,False,5,0
commandUnit,role,role,False,True,False,5,0
designatedRegistry,role,role,False,True,False,4,0
designatedSection,role,role,False,True,False,4,0
generalInspector,role,role,False,True,False,4,0
individual,subkind,subkind,False,False,True,2,6
internalAffairDepartment,subkind,subkind,False,False,True,3,4
military,role,role,False,False,True,3,4
organization,subkind,subkind,False,False,True,2,5
organizationalPart,subkind,subkind,False,False,True,2,4
policeIAD,subkind,subkind,False,False,True,4,3
registry,subkind,subkind,False,False,True,3,1
registryResponsible,role,role,False,True,False,4,0
section,subkind,subkind,False,False,True,3,1
sectionResponsible,role,role,False,True,False,4,0
serviceUnit,role,role,False,True,False,5,0
system,kind,kind,True,False,False,0,20
viceInspector,role,role,False,True,False,4,0
