class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Artifact,none,other,True,False,False,0,11
Business_Requirements_Specification,none,other,False,True,False,1,0
Hardware_Equipment,none,other,False,True,False,3,0
Machine,none,other,False,True,False,1,0
Program,none,other,False,True,False,3,0
Program_Specification,none,other,False,True,False,1,0
Software_System,none,other,False,False,True,1,1
SubSystem,none,other,False,True,False,3,0
System_Component,none,other,False,False,True,1,5
System_Element,none,other,False,False,True,2,2
System_Interface,none,other,False,True,False,2,0
System_Requirements_Specification,none,other,False,True,False,1,0
