execution_number,input_class_name,input_class_stereotype
1,Bitstring,category
2,Component_Part,category
3,Data_File,category
4,Hybrid,category
5,Material,category
6,Nonmaterial,category
7,Object,category
8,Physical_Object,category
9,Program_File,category
10,Social_Object,category
11,Syntactic_Object,category
