class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Governo,category,category,True,False,False,0,3
Governo_Estadual,kind,kind,False,True,False,1,0
Governo_Federal,kind,kind,False,True,False,1,0
Governo_Municipal,kind,kind,False,True,False,1,0
