execution_number,input_class_name,input_class_stereotype
1,EvaluatedHighWaterProtectionMeasure,phase
2,HighWaterProtectionMeasure,kind
3,ImplementedHighWaterProtectionMeasure,phase
4,SelectedHighWaterProtectionMeasure,phase
