execution_number,input_class_name,input_class_stereotype
1,Content_Consumer,role
2,Depicted_Person_in_Intimacy,role
3,Depicted_Person_with_Privacy_Violated,role
4,Depicter_Person,role
5,NaturalPerson,kind
6,Perpetrator,role
7,Publisher,role
