class_name,class_original_classification,classification_final_list
Artifact,category,can
Composite_Artifact,category,can
Data_Definitions,subkind,can
Data_Model,subkind,is
Design_Document,subkind,is
Design_Evaluation_Document,subkind,can
Document,kind,is
Information_Item,kind,can
Interface_Specification,subkind,can
Model,kind,is
Requirements_Document,subkind,can
Simple_Artifact,category,can
Software_Architecture,subkind,can
Software_Item,kind,is
Software_Product,kind,can
User_Interface_Specification,subkind,can
