execution_number,input_class_name,input_class_stereotype
2,Company_as_Lessor,role
3,Company_as_Owner,role
4,Company_as_Tenant,role
8,Person_as_Lessor,role
9,Person_as_Owner,role
10,Person_as_Tenant,role
