class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
CategorematicConcept,subkind,subkind,False,True,False,2,0
CategorematicTerm,subkind,subkind,False,True,False,3,0
ComplexConcept,subkind,subkind,False,True,False,2,0
Concept,subkind,subkind,False,False,True,1,4
Expression,subkind,subkind,False,False,True,2,2
MentalSuppositum,role,role,False,True,False,2,0
MixedTerm,mixin,mixin,True,False,False,0,2
SemanticallyComplexExpression,role,role,False,True,False,3,0
SemanticallyComplexSpoken-WrittenTerm,subkind,subkind,False,True,False,2,0
SemanticallySimple_Expression,role,role,False,True,False,3,0
Spoken-WrittenSuppositum,role,role,False,True,False,2,0
Spoken-WrittenTerm,subkind,subkind,False,False,True,1,7
Suppositum,role,role,False,True,False,1,0
SyncategorematicConcept,subkind,subkind,False,True,False,2,0
SyncategorematicTerm,subkind,subkind,False,True,False,3,0
Term,kind,kind,True,False,False,0,14
