class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Spoken-WrittenTerm,subkind,subkind,False,False,True,1,7,15
PersonalSupposition,subkind,subkind,False,True,False,3,0,8
Suppositum,role,role,False,True,False,1,0,15
ImproperSense,subkind,subkind,False,True,False,1,0,2
PracticalScience,subkind,subkind,False,False,True,1,1,5
MentalSuppositum,role,role,False,True,False,2,0,15
SyncategorematicConcept,subkind,subkind,False,True,False,2,0,15
Proposition,kind,kind,True,False,False,0,2,2
ComplexConcept,subkind,subkind,False,True,False,2,0,15
SuppositionInConventionalLanguage,subkind,subkind,False,False,True,1,5,8
Supposition,relator,kind,True,False,False,0,8,8
CategorematicTerm,subkind,subkind,False,True,False,3,0,15
Spoken-WrittenSuppositum,role,role,False,True,False,2,0,15
LogicalDoctrine,subkind,subkind,False,True,False,3,0,5
ImproperSupposition,subkind,subkind,False,True,False,2,0,8
Term,kind,kind,True,False,False,0,14,15
SemanticallyComplexSpoken-WrittenTerm,subkind,subkind,False,True,False,2,0,15
Expression,subkind,subkind,False,False,True,2,2,15
Spoken-WrittenProposition,subkind,subkind,False,True,False,1,0,2
SemanticallyComplexExpression,role,role,False,True,False,3,0,15
MixedTerm,mixin,mixin,True,False,False,0,2,15
ScienceInStrictSense,subkind,subkind,False,True,False,1,0,5
Logic-in-use,kind,kind,False,True,False,1,0,5
Concept,subkind,subkind,False,False,True,1,4,15
Inscription,subkind,subkind,False,True,False,1,0,2
CategorematicConcept,subkind,subkind,False,True,False,2,0,15
Interpretation,relator,kind,True,False,False,0,2,2
Science,kind,kind,True,False,False,0,3,5
SyncategorematicTerm,subkind,subkind,False,True,False,3,0,15
Logic,category,category,True,False,False,0,2,5
MaterialSuppositionForSyncatogramaticTerm,subkind,subkind,False,True,False,1,0,8
ProperSuppositon,subkind,subkind,False,False,True,2,3,8
Utterance,subkind,subkind,False,True,False,1,0,2
ProperSense,subkind,subkind,False,True,False,1,0,2
MentalProposition,subkind,subkind,False,True,False,1,0,2
MentalPersonalSupposition,subkind,subkind,False,True,False,1,0,8
SimpleSupposition,subkind,subkind,False,True,False,3,0,8
MaterialSupposition,subkind,subkind,False,True,False,3,0,8
Token,kind,kind,True,False,False,0,2,2
SemanticallySimple_Expression,role,role,False,True,False,3,0,15
