percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
20,7,9.899999895424116e-06,0.004166600000644394,9.700000191514846e-06,5.599999894911889e-06,5.199999577598646e-06,5.099999725644011e-06,0.0004687000000558328,7.660000028408831e-05,1.7999991541728377e-06,0.0028003999996144557,7.689999983995222e-05,7.270000060088933e-05,4.499999704421498e-06,1.1299999641778413e-05,9.229999977833359e-05,0.007807299998603412
