class_name,class_original_classification,classification_final_list
Agent,category,can
Author,rolemixin,is
Captain,role,is
Discoverer,role,can
License_Holder,rolemixin,not
Organization,kind,is
Painter,role,can
Person,kind,is
Publisher,rolemixin,not
Sculptor,role,can
Writer,role,can
