class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Aerodrome,none,other,False,True,False,5,0
Aerodrome_Part,none,other,False,True,False,4,0
Agent,none,other,False,False,True,1,1
Aircraft,none,other,False,True,False,3,0
Cabin_Crew,none,other,True,False,False,0,1
Crew,none,other,False,True,False,3,0
Data,none,other,False,True,False,1,0
Ground_Object,none,other,False,False,True,3,2
Object,none,other,True,False,False,0,11
Physical_Object,none,other,False,False,True,1,7
Spatial_Object,none,other,False,False,True,2,3
Technical_System,none,other,False,False,True,2,3
Vehicle,none,other,False,True,False,3,0
