class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
VO's_functional_quality,role,role,False,True,False,1,0
VO's_non-functional_quality,role,role,False,True,False,1,0
VO's_quality,quality,kind,True,False,False,0,2
