execution_number,input_class_name,input_class_stereotype
1,Aerodrome,role
2,Agent,kind
3,Air_traffic_management,role
4,Aircraft,kind
5,Equipment,kind
6,Organization,kind
7,Person,kind
8,Technical_System,category
9,Vehicle,kind
