class_name,class_original_classification,classification_final_list
Client,rolemixin,can
Employee,role,can
Librarian,role,is
Library,subkind,is
Man,subkind,is
Organization,kind,is
Person,kind,is
Publisher,subkind,can
Registered_Organization,role,can
Registered_Person,role,can
Translator,role,can
Woman,subkind,can
Writer,role,can
