execution_number,input_class_name,input_class_stereotype
1,Bachelor_Degree_Student,phase
2,Company_Pensioner,role
3,Doctoral_Degree_Student,phase
4,Employee,role
5,Enterpreneur,role
6,Master_Degree_Student,phase
7,Offspring,role
8,Old_Age_Pensioner,role
9,On_an_Exchange_Stay,phase
10,Parent,role
11,Secondary_School_Student,phase
12,Student,role
13,Study_Interrupted,phase
