execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,20,19,0,1,95.0,0.0,5.0,20,0,19,1,0.0,95.0,5.0,280,266,14,280,133,147,95.0,5.0,47.5,52.5,-19,19,0,-95.0,95.0,0.0,-133,133,-47.5,47.5,0
2,20,19,0,1,95.0,0.0,5.0,20,0,18,2,0.0,90.0,10.0,280,266,14,280,126,154,95.0,5.0,45.0,55.00000000000001,-19,18,1,-95.0,90.0,5.0,-140,140,-50.0,50.00000000000001,1
3,20,19,0,1,95.0,0.0,5.0,20,0,18,2,0.0,90.0,10.0,280,266,14,280,126,154,95.0,5.0,45.0,55.00000000000001,-19,18,1,-95.0,90.0,5.0,-140,140,-50.0,50.00000000000001,1
4,20,19,0,1,95.0,0.0,5.0,20,0,18,2,0.0,90.0,10.0,280,266,14,280,126,154,95.0,5.0,45.0,55.00000000000001,-19,18,1,-95.0,90.0,5.0,-140,140,-50.0,50.00000000000001,1
5,20,19,0,1,95.0,0.0,5.0,20,0,18,2,0.0,90.0,10.0,280,266,14,280,126,154,95.0,5.0,45.0,55.00000000000001,-19,18,1,-95.0,90.0,5.0,-140,140,-50.0,50.00000000000001,1
6,20,19,0,1,95.0,0.0,5.0,20,17,2,1,85.0,10.0,5.0,280,266,14,280,256,24,95.0,5.0,91.42857142857143,8.571428571428571,-2,2,0,-10.0,10.0,0.0,-10,10,-3.5714285714285694,3.571428571428571,1
7,20,19,0,1,95.0,0.0,5.0,20,17,2,1,85.0,10.0,5.0,280,266,14,280,256,24,95.0,5.0,91.42857142857143,8.571428571428571,-2,2,0,-10.0,10.0,0.0,-10,10,-3.5714285714285694,3.571428571428571,1
8,20,19,0,1,95.0,0.0,5.0,20,0,18,2,0.0,90.0,10.0,280,266,14,280,126,154,95.0,5.0,45.0,55.00000000000001,-19,18,1,-95.0,90.0,5.0,-140,140,-50.0,50.00000000000001,1
9,20,19,0,1,95.0,0.0,5.0,20,17,2,1,85.0,10.0,5.0,280,266,14,280,256,24,95.0,5.0,91.42857142857143,8.571428571428571,-2,2,0,-10.0,10.0,0.0,-10,10,-3.5714285714285694,3.571428571428571,1
10,20,19,0,1,95.0,0.0,5.0,20,0,18,2,0.0,90.0,10.0,280,266,14,280,126,154,95.0,5.0,45.0,55.00000000000001,-19,18,1,-95.0,90.0,5.0,-140,140,-50.0,50.00000000000001,1
