execution_number,input_class_name,input_class_stereotype
1,Failed_Responsibility_To_Promote,subkind
2,Failed_Responsibility_To_Protect,subkind
3,Failed_Responsibility_To_Respect,subkind
4,Human_Rights_Responsibility,kind
5,Perpetration_by_commission,subkind
6,Perpetration_by_ommission,subkind
