execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,5,4,0,1,80.0,0.0,20.0,5,4,0,1,80.0,0.0,20.0,70,56,14,70,56,14,80.0,20.0,80.0,20.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
2,5,4,0,1,80.0,0.0,20.0,5,3,0,2,60.0,0.0,40.0,70,56,14,70,42,28,80.0,20.0,60.0,40.0,-1,0,1,-20.0,0.0,20.0,-14,14,-20.0,20.0,2
3,5,4,0,1,80.0,0.0,20.0,5,0,4,1,0.0,80.0,20.0,70,56,14,70,28,42,80.0,20.0,40.0,60.0,-4,4,0,-80.0,80.0,0.0,-28,28,-40.0,40.0,0
4,5,4,0,1,80.0,0.0,20.0,5,0,4,1,0.0,80.0,20.0,70,56,14,70,30,40,80.0,20.0,42.857142857142854,57.14285714285714,-4,4,0,-80.0,80.0,0.0,-26,26,-37.142857142857146,37.14285714285714,4
5,5,4,0,1,80.0,0.0,20.0,5,2,0,3,40.0,0.0,60.0,70,56,14,70,28,42,80.0,20.0,40.0,60.0,-2,0,2,-40.0,0.0,40.0,-28,28,-40.0,40.0,3
