class_name,class_original_classification,classification_final_list
Building,subkind,is
Field,subkind,can
Implement,subkind,is
Input,subkind,can
Machinery,subkind,can
NormativeDescription,subkind,is
Output,subkind,is
PhysicalObject,kind,is
Place,subkind,can
Powered,subkind,is
Product,subkind,is
Resource,subkind,is
ServiceOrder,subkind,can
SocialObject,subkind,is
Tool,subkind,can
Vehicle,subkind,is
