class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
AlternativeFlow,mode,kind,False,True,False,1,0,2
Artifact,category,category,True,False,False,0,12,12
BasicFlow,mode,kind,False,True,False,1,0,2
BusinessRule,subkind,subkind,False,True,False,2,0,12
Class,subkind,subkind,False,True,False,2,0,12
ClassTestCase,role,role,False,True,False,2,0,12
Condition,kind,kind,True,False,False,0,2,2
EntityType,kind,kind,False,False,True,1,1,12
EventFlow,mode,kind,True,False,False,0,2,2
FunctionalRequirement,subkind,subkind,False,True,False,2,0,12
Module,kind,kind,False,True,False,1,0,12
NonFunctionalRequirement,subkind,subkind,False,True,False,2,0,12
Postcondition,role,role,False,True,False,1,0,2
Precondition,role,role,False,True,False,1,0,2
Requirement,kind,kind,False,False,True,1,3,12
RequirementTestCase,role,role,False,True,False,2,0,12
TestCase,kind,kind,False,False,True,1,3,12
UseCase,kind,kind,False,True,False,1,0,12
UseTestCase,role,role,False,True,False,2,0,12
