class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Artifact,category,category,True,False,False,0,12
BusinessRule,subkind,subkind,False,True,False,2,0
Class,subkind,subkind,False,True,False,2,0
ClassTestCase,role,role,False,True,False,2,0
EntityType,kind,kind,False,False,True,1,1
FunctionalRequirement,subkind,subkind,False,True,False,2,0
Module,kind,kind,False,True,False,1,0
NonFunctionalRequirement,subkind,subkind,False,True,False,2,0
Requirement,kind,kind,False,False,True,1,3
RequirementTestCase,role,role,False,True,False,2,0
TestCase,kind,kind,False,False,True,1,3
UseCase,kind,kind,False,True,False,1,0
UseTestCase,role,role,False,True,False,2,0
