execution_number,input_class_name,input_class_stereotype
1,Artifact,category
2,BusinessRule,subkind
3,Class,subkind
4,ClassTestCase,role
5,EntityType,kind
6,FunctionalRequirement,subkind
7,Module,kind
8,NonFunctionalRequirement,subkind
9,Requirement,kind
10,RequirementTestCase,role
11,TestCase,kind
12,UseCase,kind
13,UseTestCase,role
