class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Functional_Requirement,none,other,False,True,False,1,0
Goal,none,other,True,False,False,0,7
Gradable_NFR,none,other,False,True,False,2,0
Hardgoal,none,other,False,True,False,1,0
NFR_(Quality_Goal),none,other,False,False,True,1,3
Quality_Constraint,none,other,False,True,False,2,0
Softgoal,none,other,False,True,False,1,0
Vague_NFR,none,other,False,True,False,2,0
