percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
30,8,8.960001287050545e-05,0.017732599982991815,0.00844429999415297,2.0100022084079683e-05,0.05032940000819508,0.011682099982863292,2.139998832717538e-05,2.099999983329326e-05,1.9199986127205193e-05,2.910001785494387e-05,3.290000313427299e-05,1.3299984857439995e-05,0.009270200011087582,0.0030439000111073256,1.37000170070678e-05,0.10076280002249405
