class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Adherence_Evaluation,event,other,False,True,False,2,0
Artifact_Evaluation,event,other,False,True,False,2,0
Noncompliance_Closing,event,other,False,True,False,2,0
Noncompliance_Control,event,other,False,True,False,2,0
Noncompliance_Identification,event,other,False,True,False,2,0
Noncompliance_Resolution,event,other,False,True,False,2,0
Performed_Activity,none,other,True,False,False,0,10
Performed_Composite_Activity,none,other,False,False,True,1,3
Performed_Simple_Activity,none,other,False,False,True,1,5
Process_Evaluation,event,other,False,True,False,2,0
Quality_Assurance_Planning,event,other,False,True,False,2,0
