class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Assumption,none,other,False,True,False,1,0
FUnctional_Requirement,none,other,False,True,False,3,0
Functional_Requirement,none,other,False,True,False,3,0
GORO::Requirement,none,other,False,True,False,3,0
Hardgoal,none,other,False,True,False,2,0
Non-functional_Requirement,none,other,False,False,True,3,1
Product_Quality_Requirement,none,other,False,True,False,4,0
RSRO::Assumption,none,other,False,True,False,1,0
RSRO::Functional_Requirement,none,other,False,True,False,3,0
RSRO::Non-Functional_Requirement,none,other,False,True,False,3,0
RSRO::Requirements,none,other,False,False,True,2,3
Requirement,none,other,False,False,True,2,4
Softgoal,none,other,False,True,False,2,0
UFO-C::Goal,none,other,False,False,True,1,11
UFO-C::Proposition,none,other,True,False,False,0,14
