class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Assumption,none,other,False,True,False,1,0
FUnctional_Requirement,none,other,False,True,False,4,0
Functional_Requirement,none,other,False,True,False,4,0
Goal,none,other,False,False,True,1,9
Hardgoal,none,other,False,True,False,2,0
Non-Functional_Requirement,none,other,False,True,False,3,0
Non-functional_Requirement,none,other,False,False,True,4,1
Product_Quality_Requirement,none,other,False,True,False,5,0
Proposition,none,other,True,False,False,0,11
Requirement,none,other,False,False,True,3,4
Requirements,none,other,False,False,True,2,6
Softgoal,none,other,False,True,False,2,0
