class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
A-FP,category,category,False,False,True,3,3
A_-_LPF_Source_Connected,role,role,False,True,False,7,0
A_-_Layer_Processor_Sink_Connected,role,role,False,True,False,7,0
A_Sk_-_Termination_Sink_Connected,role,role,False,True,False,7,0
A_Sk_-_Uni_Matrix_Connected,role,role,False,True,False,7,0
A_Sk_-_Uni_Subnetwork_Connected,role,role,False,True,False,6,0
A_Sk_Input_-_Sk_AP_Bound,role,role,False,True,False,4,0
A_Sk_Output_-_A-FP_Bound,role,role,False,True,False,5,0
A_Sk_Output_-_Sk_A-FEP_Bound,role,role,False,True,False,3,0
A_Sk_Output_-_Sk_LP-FP_Bound,role,role,False,True,False,3,0
A_Sk_Output_-_Sk_M-FP_Bound,role,role,False,False,True,5,2
A_Sk_Output_-_Sk_SN-FP_Bound,role,role,False,False,True,4,2
A_So_-_Adaptation_Sink_Connected,role,role,False,True,False,7,0
A_So_-_Termination_Source_Connected,role,role,False,True,False,7,0
A_So_-_Uni_Matrix_Connected,role,role,False,True,False,7,0
A_So_-_Uni_Subnetwork_Connected,role,role,False,True,False,6,0
A_So_Input_-_A-FP_Bound,role,role,False,True,False,5,0
A_So_Input_-_So_A-FEP_Bound,role,role,False,True,False,3,0
A_So_Input_-_So_L-FP_Bound,role,role,False,True,False,3,0
A_So_Input_-_So_M-FP_Bound,role,role,False,False,True,4,2
A_So_Input_-_So_SN-FP_Bound,role,role,False,False,True,4,2
A_So_Output_-_So_AP_Bound,role,role,False,True,False,4,0
Access_Group,kind,kind,False,False,True,3,2
Access_Point,category,category,False,False,True,2,8
Access_Transport_Entity,kind,kind,False,False,True,2,4
Active_Bidirectional_AP,role,role,False,True,False,5,0
Active_Bidirectional_PM-FEP_-_PM_LC_Connected,role,role,False,True,False,6,0
Active_Bidirectional_PM-FEP_-_PM_NC_Connected,role,role,False,True,False,6,0
Active_Bidirectional_Path_FEP_-_Path_NC_Connected,rolemixin,rolemixin,False,True,False,6,0
Active_End_Bidirectional_SN-FEP,role,role,False,True,False,7,0
Active_Intermediate_Bidirectional_M-FP,role,role,False,True,False,7,0
Active_Intermediate_Bidirectional_SN-FP,role,role,False,True,False,7,0
Active_Path_Bidirectional_M-FEP,role,role,False,True,False,7,0
Active_Path_Bidirectional_M-FP,role,role,False,True,False,7,0
Active_Path_Bidirectional_SN-FEP,role,role,False,True,False,7,0
Active_Path_Bidirectional_SN-FP,role,role,False,True,False,7,0
Active_Possible_Bi_LC_Connected_RP,rolemixin,rolemixin,False,True,False,2,0
Active_Sink_AP,role,role,False,True,False,5,0
Active_Sk_M-FEP_-_Sk_MC_connected,role,role,False,True,False,7,0
Active_Sk_M-FP_-_Int_MC_connected,role,role,False,True,False,7,0
Active_Sk_M-FP_-_Sk_MC_connected,role,role,False,True,False,7,0
Active_Sk_PM-FEP_-_PM_LC_connected,role,role,False,True,False,6,0
Active_Sk_PM-FEP_-_PM_NC_connected,role,role,False,True,False,6,0
Active_Sk_Path-FEP_-_Path_NC_connected,rolemixin,rolemixin,False,True,False,6,0
Active_Sk_SN-FEP_-_End_CFTE_connected,role,role,False,True,False,7,0
Active_Sk_SN-FEP_-_Sk_CFTE_connected,role,role,False,True,False,7,0
Active_Sk_SN-FP_-_Int_CFTE_connected,role,role,False,True,False,7,0
Active_Sk_SN-FP_-_Sk_CFTE_connected,role,role,False,True,False,7,0
Active_So_M-FEP_-_So_MC_connected,role,role,False,True,False,7,0
Active_So_M-FP_-_Int_MC_connected,role,role,False,True,False,7,0
Active_So_M-FP_-_So_MC_connected,role,role,False,True,False,7,0
Active_So_PM-FEP_-_PM_LC_connected,role,role,False,True,False,6,0
Active_So_PM-FEP_-_PM_NC_connected,role,role,False,True,False,6,0
Active_So_Path-FEP_-_Path_NC_connected,rolemixin,rolemixin,False,True,False,6,0
Active_So_SN-FEP_-_End_CFTE_connected,role,role,False,True,False,7,0
Active_So_SN-FEP_-_So_CFTE_connected,role,role,False,True,False,7,0
Active_So_SN-FP_-_Int_CFTE_connected,role,role,False,True,False,7,0
Active_So_SN-FP_-_So_CFTE_connected,role,role,False,True,False,7,0
Active_Source_AP,role,role,False,True,False,5,0
Adaptation_Function,kind,kind,False,False,True,4,26
Adaptation_Sink,subkind,subkind,False,False,True,5,7
Adaptation_Sink_-_A_So_Connected,role,role,False,True,False,7,0
Adaptation_Sink_-_T_Sk_Connected,role,role,False,True,False,7,0
Adaptation_Sink_Input,kind,kind,False,False,True,2,1
Adaptation_Sink_Output,kind,kind,False,False,True,2,9
Adaptation_Sk_Bidirectional_Component,subkind,subkind,False,True,False,6,0
Adaptation_So_Bidirectional_Component,subkind,subkind,False,True,False,6,0
Adaptation_Source,subkind,subkind,False,False,True,5,7
Adaptation_Source_-_T_So_Connected,role,role,False,True,False,7,0
Adaptation_Source_Input,kind,kind,False,False,True,2,9
Adaptation_Source_Output,kind,kind,False,False,True,2,1
Ag_PM_-_Bidirectional_Termination_Connected,role,role,False,True,False,5,0
Aggregated_Physical_Media,collective,kind,False,False,True,3,1
Architectural_Component,category,category,True,False,False,0,286
Bi_A_-_Bi_Matrix_Connected,role,role,False,True,False,7,0
Bi_A_-_Bi_Subnetwork_Connected,role,role,False,True,False,6,0
Bi_A_-_Bidirectional_Termination_Connected,role,role,False,True,False,7,0
Bi_End_CFTE,subkind,subkind,False,True,False,4,0
Bi_Intermediate_CFTE,subkind,subkind,False,True,False,4,0
Bi_Intermediate_MC,subkind,subkind,False,True,False,4,0
Bi_M_-_Bidirectional_Termination_Connected,role,role,False,True,False,6,0
Bi_Matrix_-_A_Bi_Connected,role,role,False,True,False,6,0
Bi_PM_LC,subkind,subkind,False,True,False,4,0
Bi_Path_CFTE,subkind,subkind,False,True,False,4,0
Bi_Path_LC,subkind,subkind,False,True,False,4,0
