class_name,class_original_classification,classification_final_list
Artifact,category,is
CASE_Tool,subkind,is
Composite_Artifact,category,can
Document,kind,can
Document_Template,kind,can
Hardware_Equipment,kind,is
Hardware_Resource,role,is
Information_Item,kind,is
Method,kind,can
Model,kind,can
Procedure,category,is
Resource,rolemixin,is
Simple_Artifact,category,can
Software_Item,kind,can
Software_Product,kind,can
Software_Project,subkind,is
Software_Resource,role,is
Standard_Process_Definition_Document,kind,is
Technique,kind,can
