percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
90,4,0.0010148999281227589,0.02764690003823489,0.0033802000107243657,7.990002632141113e-05,0.033608200028538704,0.04124709987081587,1.2100092135369778e-05,1.1699856258928776e-05,1.0800082236528397e-05,1.7099897377192974e-05,7.100054062902927e-06,0.0013592999894171953,0.004318999941460788,0.004054900025948882,5.899928510189056e-06,0.11677509977016598
