class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
inflow,relator,kind,False,True,False,1,0
outflow,relator,kind,False,True,False,1,0
stock-flow,relator,kind,True,False,False,0,2
