taxonomy_name,dataset_name,num_classes
laurier2018rea_tx001.ttl,laurier2018rea,3
laurier2018rea_tx002.ttl,laurier2018rea,9
laurier2018rea_tx003.ttl,laurier2018rea,5
laurier2018rea_tx004.ttl,laurier2018rea,3
