percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
20,6,0.005218100000092818,8.099999922706047e-05,1.0299999303242657e-05,7.100000402715523e-06,0.0003860000006170594,0.00010709999969549244,0.0008520999999745982,8.329999945999589e-05,1.8000000636675395e-06,7.980000009411015e-05,0.001825999999709893,0.009097800000745337,0.00033230000008188654,1.3999999282532372e-05,0.003348100000039267,0.021444799998789676
