class_name,class_original_classification,classification_final_list
Aquisição_de_Permanente,kind,not
Arrendamento,kind,not
Arrendamento_Financeiro,kind,not
Arrendamento_Financeiro_Imobilizado,kind,not
Arrendamento_Financeiro_Intangível,kind,can
Arrendamento_Operacional,kind,can
Cessão_de_Bens,kind,can
Compra_Especulativa,kind,can
Compra_Imobilizado,kind,not
Compra_Intangível,kind,can
Compra_de_Bem,kind,not
Construção,kind,not
Construção_de_Imobilizado,kind,not
Construção_de_Intangível,kind,can
Emissão_de_Debênture,kind,can
Empréstimo,kind,can
Financiamento,kind,is
Investimento_em_Imobilizado,kind,is
Investimento_em_Intangível,kind,can
Obrigação_Financeira,kind,not
